aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
87,114.2,2024-04-05:08,7.7,114,29,29,29.7,2024-04-05T15:00:00,2024-04-05T08:00:00,1712304000
91,115,2024-04-05:09,8,112,45,31,30,2024-04-05T16:00:00,2024-04-05T09:00:00,1712307600
93,180.1,2024-04-05:10,15.3,96.7,46,32,43,2024-04-05T17:00:00,2024-04-05T10:00:00,1712311200
100,245.3,2024-04-05:11,22.7,81.3,46,35,56,2024-04-05T18:00:00,2024-04-05T11:00:00,1712314800
98,310.5,2024-04-05:12,30,66,48,34,69,2024-04-05T19:00:00,2024-04-05T12:00:00,1712318400
131,412,2024-04-05:13,37,61.7,60,47,103.3,2024-04-05T20:00:00,2024-04-05T13:00:00,1712322000
147,513.6,2024-04-05:14,44,57.3,57.3,52.67,137.7,2024-04-05T21:00:00,2024-04-05T14:00:00,1712325600
159,615.1,2024-04-05:15,51,53,62,62,172,2024-04-05T22:00:00,2024-04-05T15:00:00,1712329200
177,675.6,2024-04-05:16,53,47.7,76,76,186,2024-04-05T23:00:00,2024-04-05T16:00:00,1712332800
108,517.5,2024-04-30:17,44.3,53.7,53.3,38.33,99.7,2024-05-01T00:00:00,2024-04-30T17:00:00,1714496400
63,495.5,2024-04-30:18,42,54,23,18,90,2024-05-01T01:00:00,2024-04-30T18:00:00,1714500000
61,383.2,2024-04-30:19,31.7,61.3,21,17,76.3,2024-05-01T02:00:00,2024-04-30T19:00:00,1714503600
98,271,2024-04-30:20,21.3,68.7,49,34,62.7,2024-05-01T03:00:00,2024-04-30T20:00:00,1714507200
118,158.7,2024-04-30:21,11,76,62,42,49,2024-05-01T04:00:00,2024-04-30T21:00:00,1714510800
115,158.7,2024-04-30:22,10.3,71.7,60.3,41,47.7,2024-05-01T05:00:00,2024-04-30T22:00:00,1714514400
107,158.7,2024-04-30:23,9.7,67.3,48,38,46.3,2024-05-01T06:00:00,2024-04-30T23:00:00,1714518000
110,158.7,2024-05-01:00,9,63,57,39,45,2024-05-01T07:00:00,2024-05-01T00:00:00,1714521600
103,140.8,2024-05-01:01,8.3,70,53.3,36.67,44,2024-05-01T08:00:00,2024-05-01T01:00:00,1714525200
98,122.9,2024-05-01:02,7.7,77,49.7,34.33,43,2024-05-01T09:00:00,2024-05-01T02:00:00,1714528800
93,105,2024-05-01:03,7,84,46,32,42,2024-05-01T10:00:00,2024-05-01T03:00:00,1714532400
152,101.4,2024-05-01:04,6.3,94,68,57,39,2024-05-01T11:00:00,2024-05-01T04:00:00,1714536000
112,97.7,2024-05-01:05,5.7,104,64,40,36,2024-05-01T12:00:00,2024-05-01T05:00:00,1714539600
118,94,2024-05-01:06,5,114,58,42,33,2024-05-01T13:00:00,2024-05-01T06:00:00,1714543200
115,99.2,2024-05-01:07,5.3,114.7,55.7,41,33,2024-05-01T14:00:00,2024-05-01T07:00:00,1714546800
118,104.5,2024-05-01:08,5.7,115.3,60,42,33,2024-05-01T15:00:00,2024-05-01T08:00:00,1714550400
110,109.7,2024-05-01:09,6,116,51,39,33,2024-05-01T16:00:00,2024-05-01T09:00:00,1714554000
107,150.2,2024-05-01:10,9.3,109,46,38,41.7,2024-05-01T17:00:00,2024-05-01T10:00:00,1714557600
98,190.6,2024-05-01:11,12.7,102,54,34,50.3,2024-05-01T18:00:00,2024-05-01T11:00:00,1714561200
112,231.1,2024-05-01:12,16,95,50,40,59,2024-05-01T19:00:00,2024-05-01T12:00:00,1714564800
150,239.7,2024-05-01:13,15,94.7,76,55.67,60.7,2024-05-01T20:00:00,2024-05-01T13:00:00,1714568400
142,248.2,2024-05-01:14,14,94.3,64,51,62.3,2024-05-01T21:00:00,2024-05-01T14:00:00,1714572000
192,256.8,2024-05-01:15,13,94,128,87,64,2024-05-01T22:00:00,2024-05-01T15:00:00,1714575600
107,219.6,2024-05-01:16,12.3,90.7,58,38,57.7,2024-05-01T23:00:00,2024-05-01T16:00:00,1714579200
107,182.5,2024-05-01:17,11.7,87.3,58,38,51.3,2024-05-02T00:00:00,2024-05-01T17:00:00,1714582800
152,145.3,2024-05-01:18,11,84,85,57,45,2024-05-02T01:00:00,2024-05-01T18:00:00,1714586400
123,152.7,2024-05-01:19,11.7,81.7,58,44,48,2024-05-02T02:00:00,2024-05-01T19:00:00,1714590000
149,160.1,2024-05-01:20,12.3,79.3,79.7,53.67,51,2024-05-02T03:00:00,2024-05-01T20:00:00,1714593600
145,167.5,2024-05-01:21,13,77,77,52,54,2024-05-02T04:00:00,2024-05-01T21:00:00,1714597200
126,173.9,2024-05-01:22,13,77.7,58,45,57.7,2024-05-02T05:00:00,2024-05-01T22:00:00,1714600800
153,180.3,2024-05-01:23,13,78.3,58,58,61.3,2024-05-02T06:00:00,2024-05-01T23:00:00,1714604400
152,186.8,2024-05-02:00,13,79,71,57,65,2024-05-02T07:00:00,2024-05-02T00:00:00,1714608000
163,167.5,2024-05-02:01,11.3,86.7,81,65,63,2024-05-02T08:00:00,2024-05-02T01:00:00,1714611600
153,148.2,2024-05-02:02,9.7,94.3,58,58,61,2024-05-02T09:00:00,2024-05-02T02:00:00,1714615200
150,129,2024-05-02:03,8,102,78,54,59,2024-05-02T10:00:00,2024-05-02T03:00:00,1714618800
153,117.9,2024-05-02:04,6.7,107,58,58,51.3,2024-05-02T11:00:00,2024-05-02T04:00:00,1714622400
131,106.8,2024-05-02:05,5.3,112,58,47,43.7,2024-05-02T12:00:00,2024-05-02T05:00:00,1714626000
104,95.7,2024-05-02:06,4,117,58,37,36,2024-05-02T13:00:00,2024-05-02T06:00:00,1714629600
112,94.7,2024-05-02:07,4.3,116.7,58,39.67,35.3,2024-05-02T14:00:00,2024-05-02T07:00:00,1714633200
104,93.8,2024-05-02:08,4.7,116.3,58,37,34.7,2024-05-02T15:00:00,2024-05-02T08:00:00,1714636800
126,92.8,2024-05-02:09,5,116,58,45,34,2024-05-02T16:00:00,2024-05-02T09:00:00,1714640400
142,155.2,2024-05-02:10,10,106.3,58,51,41.3,2024-05-02T17:00:00,2024-05-02T10:00:00,1714644000
137,217.7,2024-05-02:11,15,96.7,58,49,48.7,2024-05-02T18:00:00,2024-05-02T11:00:00,1714647600
177,280.1,2024-05-02:12,20,87,110,76,56,2024-05-02T19:00:00,2024-05-02T12:00:00,1714651200
93,316.9,2024-05-02:13,24.7,81,40,32,64.7,2024-05-02T20:00:00,2024-05-02T13:00:00,1714654800
87,353.7,2024-05-02:14,29.3,75,36,29,73.3,2024-05-02T21:00:00,2024-05-02T14:00:00,1714658400
93,390.4,2024-05-02:15,34,69,58,32,82,2024-05-02T22:00:00,2024-05-02T15:00:00,1714662000
137,420,2024-05-02:16,36.7,63.7,58,49,90,2024-05-02T23:00:00,2024-05-02T16:00:00,1714665600
150,449.6,2024-05-02:17,39.3,58.3,58,54,98,2024-05-03T00:00:00,2024-05-02T17:00:00,1714669200
153,479.1,2024-05-02:18,42,53,58,58,106,2024-05-03T01:00:00,2024-05-02T18:00:00,1714672800
153,436.3,2024-05-02:19,37.7,52,69,55,112.3,2024-05-03T02:00:00,2024-05-02T19:00:00,1714676400
150,393.5,2024-05-02:20,33.3,51,58,54,118.7,2024-05-03T03:00:00,2024-05-02T20:00:00,1714680000
145,350.7,2024-05-02:21,29,50,58,52,125,2024-05-03T04:00:00,2024-05-02T21:00:00,1714683600
145,431.1,2024-05-02:22,32.7,53,58,52,129.7,2024-05-03T05:00:00,2024-05-02T22:00:00,1714687200
148,511.4,2024-05-02:23,36.3,56,58,53,134.3,2024-05-03T06:00:00,2024-05-02T23:00:00,1714690800
148,591.8,2024-05-03:00,40,59,58,53,139,2024-05-03T07:00:00,2024-05-03T00:00:00,1714694400
152,458.3,2024-05-03:01,30,91.7,58,54.67,127,2024-05-03T08:00:00,2024-05-03T01:00:00,1714698000
153,324.9,2024-05-03:02,20,124.3,58,58,115,2024-05-03T09:00:00,2024-05-03T02:00:00,1714701600
153,191.4,2024-05-03:03,10,157,58,58,103,2024-05-03T10:00:00,2024-05-03T03:00:00,1714705200
153,161.9,2024-05-03:04,7.7,146,58,58,79.3,2024-05-03T11:00:00,2024-05-03T04:00:00,1714708800
153,132.3,2024-05-03:05,5.3,135,58,58,55.7,2024-05-03T12:00:00,2024-05-03T05:00:00,1714712400
153,102.7,2024-05-03:06,3,124,58,58,32,2024-05-03T13:00:00,2024-05-03T06:00:00,1714716000
149,94.7,2024-05-03:07,3.7,116.3,58,53.67,31.7,2024-05-03T14:00:00,2024-05-03T07:00:00,1714719600
153,86.8,2024-05-03:08,4.3,108.7,58,58,31.3,2024-05-03T15:00:00,2024-05-03T08:00:00,1714723200
126,78.8,2024-05-03:09,5,101,58,45,31,2024-05-03T16:00:00,2024-05-03T09:00:00,1714726800
137,150.4,2024-05-03:10,12.3,87.3,58,49,43,2024-05-03T17:00:00,2024-05-03T10:00:00,1714730400
112,222,2024-05-03:11,19.7,73.7,58,40,55,2024-05-03T18:00:00,2024-05-03T11:00:00,1714734000
175,293.6,2024-05-03:12,27,60,107,74,67,2024-05-03T19:00:00,2024-05-03T12:00:00,1714737600
185,386.7,2024-05-03:13,33.3,55.7,118.3,81.67,90.7,2024-05-03T20:00:00,2024-05-03T13:00:00,1714741200
153,479.9,2024-05-03:14,39.7,51.3,58,58,114.3,2024-05-03T21:00:00,2024-05-03T14:00:00,1714744800
205,573.1,2024-05-03:15,46,47,141,97,138,2024-05-03T22:00:00,2024-05-03T15:00:00,1714748400
197,625.2,2024-05-03:16,48,45,132,91,158.7,2024-05-03T23:00:00,2024-05-03T16:00:00,1714752000
153,677.4,2024-05-03:17,50,43,58,58,179.3,2024-05-04T00:00:00,2024-05-03T17:00:00,1714755600
107,729.5,2024-05-03:18,52,41,58,38,200,2024-05-04T01:00:00,2024-05-03T18:00:00,1714759200
112,740.2,2024-05-03:19,50.3,38.3,58,40,204,2024-05-04T02:00:00,2024-05-03T19:00:00,1714762800
143,750.9,2024-05-03:20,48.7,35.7,58,51.33,208,2024-05-04T03:00:00,2024-05-03T20:00:00,1714766400
153,761.6,2024-05-03:21,47,33,58,58,212,2024-05-04T04:00:00,2024-05-03T21:00:00,1714770000
153,794.9,2024-05-03:22,48.7,45.3,58,58,212.3,2024-05-04T05:00:00,2024-05-03T22:00:00,1714773600
153,828.1,2024-05-03:23,50.3,57.7,58,58,212.7,2024-05-04T06:00:00,2024-05-03T23:00:00,1714777200
153,861.4,2024-05-04:00,52,70,58,58,213,2024-05-04T07:00:00,2024-05-04T00:00:00,1714780800
168,666.5,2024-05-04:01,37.7,109.3,69,69,186,2024-05-04T08:00:00,2024-05-04T01:00:00,1714784400
159,471.5,2024-05-04:02,23.3,148.7,78,62,159,2024-05-04T09:00:00,2024-05-04T02:00:00,1714788000
157,276.6,2024-05-04:03,9,188,62,61,132,2024-05-04T10:00:00,2024-05-04T03:00:00,1714791600
160,245.1,2024-05-04:04,7.7,187,71,63,111.3,2024-05-04T11:00:00,2024-05-04T04:00:00,1714795200
153,213.6,2024-05-04:05,6.3,186,58,58,90.7,2024-05-04T12:00:00,2024-05-04T05:00:00,1714798800
134,182.1,2024-05-04:06,5,185,58,48,70,2024-05-04T13:00:00,2024-05-04T06:00:00,1714802400
107,178.4,2024-05-04:07,5.3,180.7,48,38,65.3,2024-05-04T14:00:00,2024-05-04T07:00:00,1714806000
105,174.7,2024-05-04:08,5.7,176.3,58,35.33,60.7,2024-05-04T15:00:00,2024-05-04T08:00:00,1714809600
104,171,2024-05-04:09,6,172,58,29,56,2024-05-04T16:00:00,2024-05-04T09:00:00,1714813200
97,232.9,2024-05-04:10,15.3,130,56.7,33.67,59.3,2024-05-04T17:00:00,2024-05-04T10:00:00,1714816800
108,294.7,2024-05-04:11,24.7,88,55.3,38.33,62.7,2024-05-04T18:00:00,2024-05-04T11:00:00,1714820400
121,356.6,2024-05-04:12,34,46,54,43,66,2024-05-04T19:00:00,2024-05-04T12:00:00,1714824000
125,386.9,2024-05-04:13,33.7,54,55.3,44.67,84.7,2024-05-04T20:00:00,2024-05-04T13:00:00,1714827600
153,417.3,2024-05-04:14,33.3,62,59.5,55,103.3,2024-05-04T21:00:00,2024-05-04T14:00:00,1714831200
134,447.6,2024-05-04:15,33,70,58,48,122,2024-05-04T22:00:00,2024-05-04T15:00:00,1714834800
150,482.8,2024-05-04:16,33,69.7,58,54,131.7,2024-05-04T23:00:00,2024-05-04T16:00:00,1714838400
153,518,2024-05-04:17,33,69.3,58,58,141.3,2024-05-05T00:00:00,2024-05-04T17:00:00,1714842000
153,553.3,2024-05-04:18,33,69,58,58,151,2024-05-05T01:00:00,2024-05-04T18:00:00,1714845600
153,510.8,2024-05-04:19,29.7,66.7,59.8,58,138.7,2024-05-05T02:00:00,2024-05-04T19:00:00,1714849200
153,468.4,2024-05-04:20,26.3,64.3,58,58,126.3,2024-05-05T03:00:00,2024-05-04T20:00:00,1714852800
153,426,2024-05-04:21,23,62,63.5,58,114,2024-05-05T04:00:00,2024-05-04T21:00:00,1714856400
153,494.5,2024-05-04:22,28.7,62.7,58,58,119,2024-05-05T05:00:00,2024-05-04T22:00:00,1714860000
153,563,2024-05-04:23,34.3,63.3,58,58,124,2024-05-05T06:00:00,2024-05-04T23:00:00,1714863600
153,631.5,2024-05-05:00,40,64,58,58,129,2024-05-05T07:00:00,2024-05-05T00:00:00,1714867200
165,506,2024-05-05:01,30.3,110.3,69,66.5,141.3,2024-05-05T08:00:00,2024-05-05T01:00:00,1714870800
153,380.5,2024-05-05:02,20.7,156.7,58.3,58,153.7,2024-05-05T09:00:00,2024-05-05T02:00:00,1714874400
153,255,2024-05-05:03,11,203,58.5,58,166,2024-05-05T10:00:00,2024-05-05T03:00:00,1714878000
153,228.4,2024-05-05:04,8.7,202.3,58,58,139,2024-05-05T11:00:00,2024-05-05T04:00:00,1714881600
137,201.7,2024-05-05:05,6.3,201.7,58,49,112,2024-05-05T12:00:00,2024-05-05T05:00:00,1714885200
150,175.1,2024-05-05:06,4,201,58,54,85,2024-05-05T13:00:00,2024-05-05T06:00:00,1714888800
137,165,2024-05-05:07,4.7,188,58,49,74.7,2024-05-05T14:00:00,2024-05-05T07:00:00,1714892400
132,154.8,2024-05-05:08,5.3,175,58,47.33,64.3,2024-05-05T15:00:00,2024-05-05T08:00:00,1714896000
123,144.7,2024-05-05:09,6,162,58,44,54,2024-05-05T16:00:00,2024-05-05T09:00:00,1714899600
123,220.4,2024-05-05:10,14.7,128.3,58,44,64.7,2024-05-05T17:00:00,2024-05-05T10:00:00,1714903200
213,296.1,2024-05-05:11,23.3,94.7,146,102.67,75.3,2024-05-05T18:00:00,2024-05-05T11:00:00,1714906800
252,371.8,2024-05-05:12,32,61,190,132,86,2024-05-05T19:00:00,2024-05-05T12:00:00,1714910400
257,450.5,2024-05-05:13,36.3,55.7,195,135.67,102.3,2024-05-05T20:00:00,2024-05-05T13:00:00,1714914000
262,529.3,2024-05-05:14,40.7,50.3,200,139.33,118.7,2024-05-05T21:00:00,2024-05-05T14:00:00,1714917600
266,608.1,2024-05-05:15,45,45,205,143,135,2024-05-05T22:00:00,2024-05-05T15:00:00,1714921200
260,635.2,2024-05-05:16,44.7,43.7,198.3,138.33,136.3,2024-05-05T23:00:00,2024-05-05T16:00:00,1714924800
187,257.2,2024-05-31:17,13,102.3,122.7,83.33,65.7,2024-06-01T00:00:00,2024-05-31T17:00:00,1717174800
192,262.6,2024-05-31:18,13,104,128,87,68,2024-06-01T01:00:00,2024-05-31T18:00:00,1717178400
191,273.9,2024-05-31:19,14,97,126.3,86,66.3,2024-06-01T02:00:00,2024-05-31T19:00:00,1717182000
189,285.2,2024-05-31:20,15,90,124.7,85,64.7,2024-06-01T03:00:00,2024-05-31T20:00:00,1717185600
188,296.5,2024-05-31:21,16,83,123,84,63,2024-06-01T04:00:00,2024-05-31T21:00:00,1717189200
199,327.8,2024-05-31:22,17.7,72.7,134.3,92.33,65,2024-06-01T05:00:00,2024-05-31T22:00:00,1717192800
210,359.1,2024-05-31:23,19.3,62.3,145.7,100.67,67,2024-06-01T06:00:00,2024-05-31T23:00:00,1717196400
221,390.4,2024-06-01:00,21,52,157,109,69,2024-06-01T07:00:00,2024-06-01T00:00:00,1717200000
208,311.1,2024-06-01:01,17,72,142.3,99,70.3,2024-06-01T08:00:00,2024-06-01T01:00:00,1717203600
195,231.7,2024-06-01:02,13,92,127.7,89,71.7,2024-06-01T09:00:00,2024-06-01T02:00:00,1717207200
181,152.3,2024-06-01:03,9,112,113,79,73,2024-06-01T10:00:00,2024-06-01T03:00:00,1717210800
179,136,2024-06-01:04,7.3,117.3,110.7,77,64,2024-06-01T11:00:00,2024-06-01T04:00:00,1717214400
176,119.6,2024-06-01:05,5.7,122.7,108.3,75,55,2024-06-01T12:00:00,2024-06-01T05:00:00,1717218000
173,103.3,2024-06-01:06,4,128,106,73,46,2024-06-01T13:00:00,2024-06-01T06:00:00,1717221600
167,104.7,2024-06-01:07,4.3,127,99.3,68.33,46.3,2024-06-01T14:00:00,2024-06-01T07:00:00,1717225200
161,106,2024-06-01:08,4.7,126,92.7,63.67,46.7,2024-06-01T15:00:00,2024-06-01T08:00:00,1717228800
155,107.4,2024-06-01:09,5,125,86,59,47,2024-06-01T16:00:00,2024-06-01T09:00:00,1717232400
165,204.6,2024-06-01:10,13.3,105,97.7,66.67,55.3,2024-06-01T17:00:00,2024-06-01T10:00:00,1717236000
175,301.9,2024-06-01:11,21.7,85,109.3,74.33,63.7,2024-06-01T18:00:00,2024-06-01T11:00:00,1717239600
